score,tier,action,reason,outreach,breakdown,permit_id,address,project_type,estimated_value,description,contractor_name,issue_date,category,work_type,source,city,актуальность,needs_email,email,contact_name,stage
85,Hot,Call today,"commercial project, budget $7.3M, new construction, hotel — high stone demand","Hi Aslan Corporation,

We noticed your project at 7521 N Gun Club RD, Denver, CO and wanted to reach out. Zement Stone specializes in architectural stone veneer for hospitality projects — with 2,000+ PSI compressive strength and true 100 sq.ft coverage (no mortar-joint padding like most manufacturers). We can also match any custom color to your brand standards.

Would you be open to a free sample kit? Happy to connect at your convenience.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$7,321,224"", ""points"": 18, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 85, ""final_score"": 85, ""clamped"": false}",2025-COMMCON-0000976,"7521 N Gun Club RD, Denver, CO",Commercial,7321224,New Building — DIA neighborhood,Aslan Corporation,2025-09-22,hotel,New Construction,"Denver, CO",Denver,Medium,True,,,
85,Hot,Call today,"commercial project, budget $7.1M, new construction, hotel — high stone demand","Hi Arco/Murray National Construction Company Llc,

We noticed your project at 19301 E 70th, Denver, CO and wanted to reach out. Zement Stone specializes in architectural stone veneer for hospitality projects — with 2,000+ PSI compressive strength and true 100 sq.ft coverage (no mortar-joint padding like most manufacturers). We can also match any custom color to your brand standards.

Would you be open to a free sample kit? Happy to connect at your convenience.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$7,079,149"", ""points"": 18, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 85, ""final_score"": 85, ""clamped"": false}",2025-COMMCON-0001156,"19301 E 70th, Denver, CO",Commercial,7079149,Phased Construction — DIA neighborhood,Arco/Murray National Construction Company Llc,2025-12-17,hotel,New Construction,"Denver, CO",Denver,High,True,,,
85,Hot,Call today,"commercial project, budget $6.7M, new construction, multifamily — high volume","Hi Alliance Construction Solutions Llc,

We came across your project at 9020 E Northfield BLVD, Denver, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$6,664,714"", ""points"": 18, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 85, ""final_score"": 85, ""clamped"": false}",2025-COMMCON-0000088,"9020 E Northfield BLVD, Denver, CO",Commercial,6664714,"New Building — Central Park neighborhood, 30.0 units",Alliance Construction Solutions Llc,2025-07-10,multifamily,New Construction,"Denver, CO",Denver,Medium,True,,,
85,Hot,Call today,"commercial project, budget $3.7M, new construction, multifamily — high volume","Hi Nexus Builders Llc,

We came across your project at 17505 E 45th AVE, Denver, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$3,658,185"", ""points"": 18, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 85, ""final_score"": 85, ""clamped"": false}",2024-COMMCON-0001141,"17505 E 45th AVE, Denver, CO",Commercial,3658185,"New Building — Gateway - Green Valley Ranch neighborhood, 28.0 units",Nexus Builders Llc,2025-05-30,multifamily,New Construction,"Denver, CO",Denver,Medium,True,,,
85,Hot,Call today,"commercial project, budget $6.4M, new construction","Hi Build.R.S Corp Llc,

We saw your project at 3685 W 16th, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$6,352,707"", ""points"": 18, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 85, ""final_score"": 85, ""clamped"": false}",2022-COMMCON-0001924,"3685 W 16th, Denver, CO",Commercial,6352707,New Building — West Colfax neighborhood,Build.R.S Corp Llc,2025-09-23,commercial,New Construction,"Denver, CO",Denver,Medium,True,,,
85,Hot,Call today,"commercial project, budget $4.6M, new construction, hotel — high stone demand","Hi Mark Young Construction Llc,

We noticed your project at 17401 E 56th AVE, Denver, CO and wanted to reach out. Zement Stone specializes in architectural stone veneer for hospitality projects — with 2,000+ PSI compressive strength and true 100 sq.ft coverage (no mortar-joint padding like most manufacturers). We can also match any custom color to your brand standards.

Would you be open to a free sample kit? Happy to connect at your convenience.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$4,556,597"", ""points"": 18, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 85, ""final_score"": 85, ""clamped"": false}",2024-COMMCON-0001831,"17401 E 56th AVE, Denver, CO",Commercial,4556597,Foundation Only/Excavation — DIA neighborhood,Mark Young Construction Llc,2026-01-26,hotel,New Construction,"Denver, CO",Denver,High,True,,,
83,Hot,Call today,"commercial project, large budget $20.0M","Hi Coda Construction Group Llc,

We saw your project at 201 N Fillmore ST, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$20,000,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 83, ""final_score"": 83, ""clamped"": false}",2025-COMMCON-0001505,"201 N Fillmore ST, Denver, CO",Commercial,20000000,Alteration/Tenant Finish — Cherry Creek neighborhood,Coda Construction Group Llc,2025-11-19,office,Renovation,"Denver, CO",Denver,Medium,True,,,
83,Hot,Call today,"commercial project, large budget $55.8M, multifamily — high volume","Hi I-Kota Llc,

We came across your project at 1055 N Clermont ST, Denver, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$55,756,446"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 83, ""final_score"": 83, ""clamped"": false}",2025-COMMCON-0001250,"1055 N Clermont ST, Denver, CO",Commercial,55756446,"Alteration/Tenant Finish — Hale neighborhood, 493.0 units",I-Kota Llc,2026-03-27,multifamily,Renovation,"Denver, CO",Denver,High,True,,,
83,Hot,Call today,"commercial project, large budget $18.0M","Hi Hensel Phelps Construction Co,

We saw your project at 700 14th ST, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$18,000,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 83, ""final_score"": 83, ""clamped"": false}",2025-COMMCON-0001095,"700 14th ST, Denver, CO",Commercial,18000000,Alteration/Tenant Finish — CBD neighborhood,Hensel Phelps Construction Co,2025-07-09,office,Renovation,"Denver, CO",Denver,Medium,True,,,
83,Hot,Call today,"commercial project, large budget $16.6M","Hi Novak Construction Company,

We saw your project at 8298 E Northfield BLVD, Denver, CO and wanted to introduce Zement Stone. We're a local Colorado manufacturer of architectural stone veneer — 2,000+ PSI strength, 100% honest square footage coverage, custom colors, and fast lead times since we produce right here in Littleton.

Happy to send a free sample kit or meet at our showroom.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$16,650,000"", ""points"": 25, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""Renovation"", ""points"": 3, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏷"", ""found"": ""No relevant keywords"", ""points"": 0, ""matched"": false}], ""raw_score"": 83, ""final_score"": 83, ""clamped"": false}",2025-COMMCON-0002517,"8298 E Northfield BLVD, Denver, CO",Commercial,16650000,Alteration/Tenant Finish — Central Park neighborhood,Novak Construction Company,2026-02-24,commercial,Renovation,"Denver, CO",Denver,High,True,,,
82,Hot,Call today,"commercial project, budget $900,000, new construction, multifamily — high volume","Hi nan,

We came across your project at 1155.0 nan CROWNE LN, Fort Collins, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$900,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multi-Family"", ""points"": 12, ""matched"": true}], ""raw_score"": 82, ""final_score"": 82, ""clamped"": false}",B2501837,"1155.0 nan CROWNE LN, Fort Collins, CO",Commercial,900000,"Residential New Multi-Family, 49 units — Update 3/12/2026: Unit sq ft have changed on sheet A00.20 for fee purposes. Radon system changed to gas mat w",,,multifamily,New Construction,"Fort Collins, CO",Fort Collins,Unknown,True,,,
82,Hot,Call today,"commercial project, budget $900,000, new construction, multifamily — high volume","Hi nan,

We came across your project at 1200.0 nan DUFF DR, Fort Collins, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$900,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multi-Family"", ""points"": 12, ""matched"": true}], ""raw_score"": 82, ""final_score"": 82, ""clamped"": false}",B2309089,"1200.0 nan DUFF DR, Fort Collins, CO",Commercial,900000,"Residential New Multi-Family, 24 units — New 3 story, Bldg Type D, 31,368 sq. ft, 24 unit dwelling on post-tensioned slab foundation. ELCO/ Boxelder w",,,multifamily,New Construction,"Fort Collins, CO",Fort Collins,Unknown,True,,,
82,Hot,Call today,"commercial project, budget $900,000, new construction, multifamily — high volume","Hi nan,

We came across your project at 3145.0 nan BELLAMY LN, Fort Collins, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$900,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multifamily"", ""points"": 12, ""matched"": true}], ""raw_score"": 82, ""final_score"": 82, ""clamped"": false}",B2600682,"3145.0 nan BELLAMY LN, Fort Collins, CO",Commercial,900000,"Residential New Multi-Family, 24 units — New three story, 27,654 sq ft, 24 unit multifamily building. Slab on grade foundation. Stock Plan SP02515 wit",,,multifamily,New Construction,"Fort Collins, CO",Fort Collins,Unknown,True,,,
82,Hot,Call today,"commercial project, budget $900,000, new construction, multifamily — high volume","Hi nan,

We came across your project at 1970.0 nan KNOBBY PINE DR, Fort Collins, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$900,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multi-Family"", ""points"": 12, ""matched"": true}], ""raw_score"": 82, ""final_score"": 82, ""clamped"": false}",B2309388,"1970.0 nan KNOBBY PINE DR, Fort Collins, CO",Commercial,900000,"Residential New Multi-Family, 34 units — New 3 story, Bldg Type B, 47,234 sq. ft, 34 unit dwelling multi-family building, with 10 attached private gar",,,multifamily,New Construction,"Fort Collins, CO",Fort Collins,Unknown,True,,,
82,Hot,Call today,"commercial project, budget $900,000, new construction, multifamily — high volume","Hi nan,

We came across your project at 1400.0 nan PROSPECT RIDGE DR, Fort Collins, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$900,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multifamily"", ""points"": 12, ""matched"": true}], ""raw_score"": 82, ""final_score"": 82, ""clamped"": false}",B2602664,"1400.0 nan PROSPECT RIDGE DR, Fort Collins, CO",Commercial,900000,"Residential New Multi-Family — New four story, 50160sq ft, 42-unit multifamily building. with attached garages. Type V-A. Energy = Component/Comcheck.",,,multifamily,New Construction,"Fort Collins, CO",Fort Collins,Unknown,True,,,
82,Hot,Call today,"commercial project, budget $900,000, new construction, multifamily — high volume","Hi nan,

We came across your project at 1065.0 nan STEELY DR, Fort Collins, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$900,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multi-Family"", ""points"": 12, ""matched"": true}], ""raw_score"": 82, ""final_score"": 82, ""clamped"": false}",B2408139,"1065.0 nan STEELY DR, Fort Collins, CO",Commercial,900000,"Residential New Multi-Family — New two story, 7966 sq. ft, 6 plex condo building slab on grade foundation. Attached garages on main level - 2500 sq. f",,,multifamily,New Construction,"Fort Collins, CO",Fort Collins,Unknown,True,,,
82,Hot,Call today,"commercial project, budget $900,000, new construction, multifamily — high volume","Hi nan,

We came across your project at 3831.0 nan LE FEVER DR, Fort Collins, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$900,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multi-Family"", ""points"": 12, ""matched"": true}], ""raw_score"": 82, ""final_score"": 82, ""clamped"": false}",B2602226,"3831.0 nan LE FEVER DR, Fort Collins, CO",Commercial,900000,"Residential New Multi-Family, 2 units — Construction of a 3 story multi-family building, 33,307 sq. ft.  with 36 dwelling units. Stock Plan SP02443 wi",,,multifamily,New Construction,"Fort Collins, CO",Fort Collins,Unknown,True,,,
82,Hot,Call today,"commercial project, budget $900,000, new construction, multifamily — high volume","Hi nan,

We came across your project at 1400.0 nan PROSPECT RIDGE DR, Fort Collins, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$900,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multifamily"", ""points"": 12, ""matched"": true}], ""raw_score"": 82, ""final_score"": 82, ""clamped"": false}",B2602660,"1400.0 nan PROSPECT RIDGE DR, Fort Collins, CO",Commercial,900000,"Residential New Multi-Family — New four story, 46218 sq ft, 38-unit multifamily building. with attached garages. Type V-A. Energy = Component/Comcheck",,,multifamily,New Construction,"Fort Collins, CO",Fort Collins,Unknown,True,,,
82,Hot,Call today,"commercial project, budget $900,000, new construction, multifamily — high volume","Hi nan,

We came across your project at 1200.0 nan DUFF DR, Fort Collins, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$900,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multi-Family"", ""points"": 12, ""matched"": true}], ""raw_score"": 82, ""final_score"": 82, ""clamped"": false}",B2309087,"1200.0 nan DUFF DR, Fort Collins, CO",Commercial,900000,"Residential New Multi-Family, 36 units — Update 4/17/2025: Revised mech design, EV parking equipment/layout (and other sheets per letter v7).

New 3 s",,,multifamily,New Construction,"Fort Collins, CO",Fort Collins,Unknown,True,,,
82,Hot,Call today,"commercial project, budget $900,000, new construction, multifamily — high volume","Hi nan,

We came across your project at 1120.0 nan CROWNE LN, Fort Collins, CO and thought we'd introduce ourselves. Zement Stone supplies manufactured stone veneer to multi-family developers across Colorado — exact quantities shipped (no overbuying standard pallets), 2,000+ PSI strength built for freeze-thaw cycles, and local production for fast turnaround.

We'd love to send you a free sample kit and discuss pricing for your project.

Best,
Zement Stone | Littleton, CO | 303-993-2737 | zementstone.com","{""base"": 40, ""criteria"": [{""key"": ""project_type"", ""label"": ""Project Type"", ""icon"": ""🏗"", ""found"": ""Commercial"", ""points"": 15, ""matched"": true}, {""key"": ""estimated_value"", ""label"": ""Estimated Value"", ""icon"": ""💰"", ""found"": ""$900,000"", ""points"": 3, ""matched"": true}, {""key"": ""work_type"", ""label"": ""Work Type"", ""icon"": ""🔨"", ""found"": ""New Construction"", ""points"": 12, ""matched"": true}, {""key"": ""keywords"", ""label"": ""Property Use Keywords"", ""icon"": ""🏢"", ""found"": ""Multi-Family"", ""points"": 12, ""matched"": true}], ""raw_score"": 82, ""final_score"": 82, ""clamped"": false}",B2501848,"1120.0 nan CROWNE LN, Fort Collins, CO",Commercial,900000,"Residential New Multi-Family, 60 units — Update 3/13/2026: Unit sq ft have changed on sheet A00.20 for fee purposes. Radon system changed to gas mat w",,,multifamily,New Construction,"Fort Collins, CO",Fort Collins,Unknown,True,,,
